genres,spoken_languages
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",[]
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 36, ""name"": ""History""}]","[{""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]","[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ml"", ""name"": """"}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""sr"", ""name"": ""Srpski""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""sr"", ""name"": ""Srpski""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""mi"", ""name"": """"}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10769, ""name"": ""Foreign""}]","[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10770, ""name"": ""TV Movie""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10769, ""name"": ""Foreign""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]"
"[{""id"": 99, ""name"": ""Documentary""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 99, ""name"": ""Documentary""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 14, ""name"": ""Fantasy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 99, ""name"": ""Documentary""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 36, ""name"": ""History""}, {""id"": 10402, ""name"": ""Music""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]"
"[{""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10770, ""name"": ""TV Movie""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 10752, ""name"": ""War""}, {""id"": 37, ""name"": ""Western""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]"
"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 35, ""name"": ""Comedy""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 18, ""name"": ""Drama""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 27, ""name"": ""Horror""}]","[{""iso_639_1"": ""en"", ""name"": ""English""}]"
